Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
28-06-2022,152462,Male,77,Married,Kentucky,Silver,Employees,Other,1,583.11
29-06-2022,152463,Female,58,Single,Illinois,Basic,workers,PayPal,1,405.51
30-06-2022,152464,Female,44,Married,Iowa,Basic,self-employed,PayPal,1,2903.28
01-07-2022,152465,Female,71,Single,South Dakota,Gold,Employees,PayPal,0,2706.14
02-07-2022,152466,Female,15,Married,Minnesota,Basic,Unemployment,PayPal,1,330.61
03-07-2022,152467,Female,50,Single,Colorado,Basic,,PayPal,1,1640.63
04-07-2022,152468,Female,29,Single,Florida,Platinum,Employees,Other,0,781.71
05-07-2022,152469,Female,61,Married,Minnesota,Missing,Employees,PayPal,1,2919.78
06-07-2022,152470,Male,50,Married,Indiana,Basic,workers,Card,1,1829.21
07-07-2022,152471,Male,67,Single,Arkansas,Basic,Unemployment,PayPal,0,166.09
08-07-2022,152472,Male,66,Married,Wisconsin,Basic,Employees,Other,0,1272.77
09-07-2022,152473,Male,47,Married,Pennsylvania,Platinum,Employees,PayPal,0,2633.65
10-07-2022,152474,Male,16,Married,Tennessee,Basic,Employees,PayPal,0,795.97
11-07-2022,152475,Female,38,Single,Ohio,Basic,Employees,Other,0,1060.68
12-07-2022,152476,Female,62,Married,New Mexico,Platinum,Employees,PayPal,1,1401.41
13-07-2022,152477,Male,40,Single,Georgia,Silver,Employees,PayPal,1,966.13
14-07-2022,152478,Female,30,Single,Idaho,Basic,,PayPal,0,2706.19
15-07-2022,152479,Female,22,Married,Mississippi,Basic,workers,Other,1,1624.2
16-07-2022,152480,Female,36,Single,New Mexico,Gold,self-employed,Other,0,203.83
17-07-2022,152481,Male,53,Single,Michigan,Platinum,Employees,PayPal,1,1793.15
18-07-2022,152482,Male,,Married,Nevada,Silver,Employees,PayPal,,269.06
19-07-2022,152483,Female,29,Single,Oregon,Missing,self-employed,Other,0,2580.54
20-07-2022,152484,Female,78,Married,Kentucky,Basic,Employees,PayPal,1,818.33
21-07-2022,152485,Male,53,Single,New Mexico,Basic,Employees,PayPal,1,2948.12
22-07-2022,152486,Female,26,Single,New Jersey,Basic,Employees,Card,0,131.54
23-07-2022,152487,Male,43,Married,Idaho,Silver,Employees,Card,1,2902.45
24-07-2022,152488,Female,71,Single,Nevada,Platinum,Employees,PayPal,1,1301.11
25-07-2022,152489,Female,75,Married,Maryland,Platinum,Employees,PayPal,1,2740.01
26-07-2022,152490,Male,38,Single,Michigan,Silver,workers,PayPal,1,2813.89
27-07-2022,152491,Male,60,Single,Oregon,Gold,workers,PayPal,0,1142.85
28-07-2022,152492,Male,26,Married,Maryland,Silver,Employees,PayPal,1,8.67
29-07-2022,152493,Male,76,Single,Maine,Basic,self-employed,PayPal,0,2757.85
30-07-2022,152494,Male,32,Single,Kentucky,Silver,workers,PayPal,1,2750.32
31-07-2022,152495,Female,51,Married,Alaska,Basic,Employees,Other,1,2594.75
01-08-2022,152496,Female,,Married,Louisiana,Basic,Employees,Other,0,720.49
02-08-2022,152497,Male,61,Married,Kansas,Basic,,Card,1,126.08
03-08-2022,152498,Female,66,Married,Oregon,Basic,Employees,PayPal,,1610.44
04-08-2022,152499,Female,63,Single,Oregon,Basic,workers,PayPal,1,1462.64
05-08-2022,152500,Female,56,Married,Florida,Basic,Unemployment,Other,1,2741.78
06-08-2022,152501,Female,72,Single,Arizona,Gold,Employees,Other,1,2906.76
07-08-2022,152502,Male,51,Single,Idaho,Basic,Employees,PayPal,1,1100.58
08-08-2022,152503,Female,58,Married,Massachusetts,Basic,Employees,PayPal,0,290.5
09-08-2022,152504,Male,19,Single,Minnesota,Silver,workers,Other,1,1762.99
10-08-2022,152505,Male,59,Married,New Hampshire,Silver,self-employed,PayPal,1,1177.86
11-08-2022,152506,Female,43,Single,Pennsylvania,Silver,Employees,PayPal,1,501.28
12-08-2022,152507,Female,58,Single,New Jersey,Platinum,self-employed,Card,1,508.39
13-08-2022,152508,Male,37,Married,Rhode Island,Silver,Unemployment,Card,0,2480.31
14-08-2022,152509,Male,77,Single,Texas,Silver,workers,Other,1,332.43
15-08-2022,152510,Female,40,Married,Delaware,Basic,Employees,PayPal,1,902.85
16-08-2022,152511,Female,37,Married,South Carolina,Silver,workers,PayPal,1,1383.85
17-08-2022,152512,Male,43,Married,Delaware,Basic,Unemployment,Other,1,
18-08-2022,152513,Female,19,Married,Pennsylvania,Platinum,Employees,PayPal,0,
19-08-2022,152514,Female,39,Married,Indiana,Silver,self-employed,Other,1,810.56
20-08-2022,152515,Female,27,Married,Kentucky,Silver,workers,Other,0,2957.04
21-08-2022,152516,Female,19,Married,Utah,Gold,Unemployment,Card,0,1101.86
22-08-2022,152517,Male,65,Married,California,Basic,Unemployment,PayPal,1,884.14
23-08-2022,152518,Male,27,Single,Wisconsin,Platinum,Unemployment,Other,1,
24-08-2022,152519,Male,19,Married,Wisconsin,Platinum,workers,PayPal,0,719.49
25-08-2022,152520,Male,16,Married,Mississippi,Platinum,workers,Other,1,1222.43
26-08-2022,152521,Female,37,Married,Nevada,Silver,self-employed,Other,0,507.25
27-08-2022,152522,Female,30,Single,Texas,Missing,Employees,PayPal,0,2457.09
28-08-2022,152523,Female,34,Married,Kentucky,Basic,Employees,Card,0,2015.07
29-08-2022,152524,Male,57,Single,New Mexico,Platinum,workers,PayPal,,57.81
30-08-2022,152525,Female,21,Married,Missouri,Basic,self-employed,PayPal,,2944.92
31-08-2022,152526,Male,17,Married,Wisconsin,Platinum,self-employed,Card,0,411.33
01-09-2022,152527,Male,60,Married,Georgia,Basic,self-employed,PayPal,1,2712.47
02-09-2022,152528,Male,76,Married,North Carolina,Platinum,workers,PayPal,0,1133.76
03-09-2022,152529,Male,43,Single,New Mexico,Platinum,self-employed,PayPal,1,828.36
04-09-2022,152530,Male,19,Married,Georgia,Silver,self-employed,Other,1,1035.28
05-09-2022,152531,Female,68,Single,Connecticut,Missing,Employees,Other,0,2420.7
06-09-2022,152532,Male,54,Married,Florida,Basic,Employees,PayPal,1,1012.36
07-09-2022,152533,Male,38,Married,Pennsylvania,Silver,Employees,Card,,774.74
08-09-2022,152534,Female,72,Single,Tennessee,Missing,self-employed,PayPal,0,238.21
09-09-2022,152535,Male,32,Single,Arkansas,Basic,Unemployment,PayPal,0,2546.71
10-09-2022,152536,Female,34,Single,Missouri,Platinum,Unemployment,Other,0,2655.2
11-09-2022,152537,Female,52,Married,Ohio,Basic,Employees,Card,1,2772.71
12-09-2022,152538,Male,38,Married,Washington,Gold,self-employed,PayPal,1,1714.81
13-09-2022,152539,Male,65,Married,Maine,Basic,Employees,PayPal,,944.48
14-09-2022,152540,Female,32,Single,Ohio,Silver,Employees,Other,,1969.64
15-09-2022,152541,Female,28,Single,Illinois,Platinum,Employees,Card,1,1105.48
16-09-2022,152542,Female,50,Single,New Hampshire,Missing,self-employed,PayPal,0,2541.8
17-09-2022,152543,Female,47,Married,Tennessee,Silver,Employees,Card,1,1735.23
18-09-2022,152544,Female,32,Married,Kentucky,Basic,self-employed,PayPal,0,2940.55
19-09-2022,152545,Female,68,Single,Missouri,Missing,Unemployment,Card,1,2401.06
20-09-2022,152546,Male,55,Married,Arizona,Basic,Unemployment,Card,0,1855.15
21-09-2022,152547,Male,25,Single,West Virginia,Basic,Employees,PayPal,1,450.85
22-09-2022,152548,Female,21,Single,Massachusetts,Silver,workers,PayPal,1,283.61
23-09-2022,152549,Female,32,Married,Florida,Basic,Unemployment,Card,1,200.88
24-09-2022,152550,Female,71,Single,Kentucky,Silver,self-employed,PayPal,0,1364.29
25-09-2022,152551,Female,77,Single,Georgia,Platinum,workers,Other,1,1844.08
26-09-2022,152552,Male,38,Married,Illinois,Missing,workers,Other,1,
27-09-2022,152553,Male,47,Married,North Carolina,Basic,workers,Card,0,1877.79
28-09-2022,152554,Female,49,Single,Connecticut,Basic,Employees,Card,1,485.26
29-09-2022,152555,Female,61,Single,Maine,Basic,workers,Other,1,250.49
30-09-2022,152556,Female,77,Single,Texas,Basic,Employees,Card,1,1838.09
01-10-2022,152557,Female,17,Single,Alabama,Platinum,workers,Other,1,1578.58
02-10-2022,152558,Male,77,Married,Colorado,Missing,self-employed,Card,0,2826.56
03-10-2022,152559,Female,19,Married,Washington,Silver,Employees,Other,0,2730.17
04-10-2022,152560,Male,38,Single,Nebraska,Platinum,self-employed,PayPal,1,
05-10-2022,152561,Female,60,Single,Montana,Silver,self-employed,Card,,428.95
06-10-2022,152562,Female,59,Married,Wisconsin,Basic,workers,PayPal,0,123.42
07-10-2022,152563,Male,45,Married,Kansas,Basic,workers,Card,1,2534.05
08-10-2022,152564,Female,36,Single,Washington,Basic,workers,Card,1,590.22
09-10-2022,152565,Male,45,Married,Illinois,Basic,workers,Other,0,1364.74
10-10-2022,152566,Male,58,Married,Maine,Basic,Employees,PayPal,1,76.54
11-10-2022,152567,Male,77,Married,Virginia,Gold,workers,PayPal,1,426.6
12-10-2022,152568,Male,55,Married,New York,Basic,self-employed,PayPal,0,1112.58
13-10-2022,152569,Female,48,Single,Minnesota,Basic,workers,Card,1,1689.39
14-10-2022,152570,Female,68,Married,Delaware,Basic,Employees,PayPal,0,228.12
15-10-2022,152571,Female,24,Single,West Virginia,Basic,Employees,Card,1,1141.44
16-10-2022,152572,Female,49,Single,Colorado,Gold,Employees,Other,1,840.99
17-10-2022,152573,Female,66,Married,Texas,Platinum,workers,PayPal,0,1152.59
18-10-2022,152574,Female,32,Married,Hawaii,Basic,Employees,Card,1,857.79
19-10-2022,152575,Male,15,Married,Illinois,Platinum,self-employed,Card,1,2417.48
20-10-2022,152576,Female,26,Married,South Dakota,Basic,Employees,PayPal,0,256.89
21-10-2022,152577,Male,16,Married,Wyoming,Gold,self-employed,Card,0,714.17
22-10-2022,152578,Female,21,Single,Oklahoma,Gold,workers,PayPal,1,
23-10-2022,152579,Female,71,Married,Nevada,Platinum,Employees,PayPal,0,1561.04
24-10-2022,152580,Male,60,Married,Maine,Platinum,Unemployment,Card,0,
25-10-2022,152581,Female,18,Married,Arkansas,Missing,Employees,PayPal,0,754.73
26-10-2022,152582,Male,41,Married,Pennsylvania,Basic,self-employed,Other,1,2865.28
27-10-2022,152583,Female,75,Married,Kentucky,Basic,,PayPal,0,2854.02
28-10-2022,152584,Female,16,Single,Idaho,Basic,workers,Other,0,1794.19
29-10-2022,152585,Female,44,Single,Oklahoma,Platinum,Employees,PayPal,,2475.49
30-10-2022,152586,Male,69,Married,Indiana,Basic,Employees,PayPal,0,1898.75
31-10-2022,152587,Female,33,Single,Kentucky,Basic,Unemployment,Card,0,669.93
01-11-2022,152588,Female,36,Single,California,Basic,self-employed,PayPal,1,393.94
02-11-2022,152589,Female,19,Single,Montana,Gold,Employees,PayPal,1,214.11
03-11-2022,152590,Male,20,Single,Wyoming,Basic,Employees,PayPal,0,
04-11-2022,152591,Female,,Married,Pennsylvania,Basic,workers,PayPal,1,962.34
05-11-2022,152592,Male,41,Single,Washington,Basic,workers,Other,0,714.35
06-11-2022,152593,Male,65,Single,Utah,Platinum,self-employed,Card,1,
07-11-2022,152594,Female,49,Married,Louisiana,Platinum,Employees,PayPal,0,2846
08-11-2022,152595,Male,64,Single,Indiana,Basic,Employees,PayPal,,268.19
09-11-2022,152596,Male,60,Married,Oregon,Basic,Employees,Other,1,2491.1
10-11-2022,152597,Male,51,Single,Louisiana,Gold,self-employed,PayPal,1,1493.06
11-11-2022,152598,Male,56,Married,Hawaii,Silver,workers,PayPal,1,1239.01
12-11-2022,152599,Female,28,Married,Massachusetts,Basic,Employees,Card,0,1398.36
13-11-2022,152600,Male,64,Single,Washington,Platinum,Employees,Card,0,
14-11-2022,152601,Male,74,Married,Kansas,Platinum,self-employed,Other,0,473.24
15-11-2022,152602,Male,28,Married,Washington,Silver,Unemployment,Card,1,292.45
16-11-2022,152603,Male,58,Single,Idaho,Basic,self-employed,Other,1,741.93
17-11-2022,152604,Male,20,Single,Wyoming,Basic,workers,PayPal,1,2582.51
18-11-2022,152605,Female,21,Single,California,Silver,workers,Other,1,977.61
19-11-2022,152606,Female,34,Married,Massachusetts,Basic,Employees,PayPal,0,247.8
20-11-2022,152607,Female,57,Married,Iowa,Basic,workers,Other,1,402.66
21-11-2022,152608,Female,35,Single,Colorado,Gold,Employees,PayPal,1,395.99
22-11-2022,152609,Female,58,Married,Colorado,Basic,workers,PayPal,1,2903.98
23-11-2022,152610,Male,37,Single,Illinois,Platinum,self-employed,Card,1,1583.01
24-11-2022,152611,Female,51,Married,New Jersey,Silver,workers,PayPal,0,1665.44
25-11-2022,152612,Female,73,Married,Minnesota,Missing,self-employed,PayPal,1,2774.5
26-11-2022,152613,Female,42,Married,Oregon,Silver,Unemployment,Card,1,2659.77
27-11-2022,152614,Female,33,Married,Oregon,Basic,workers,PayPal,,626.92
28-11-2022,152615,Male,50,Married,New Hampshire,Gold,self-employed,PayPal,1,586.68
29-11-2022,152616,Female,18,Married,Delaware,Silver,workers,Card,0,
30-11-2022,152617,Male,71,Married,Mississippi,Basic,Employees,Other,1,810.74
01-12-2022,152618,Female,42,Married,Illinois,Platinum,workers,Card,1,557.7
02-12-2022,152619,Male,75,Married,New York,Platinum,workers,PayPal,1,815.59
03-12-2022,152620,Female,29,Single,New York,Missing,self-employed,PayPal,0,1565
04-12-2022,152621,Male,38,Married,New Mexico,Platinum,Employees,Card,1,2469.32
05-12-2022,152622,Female,48,Single,Illinois,Basic,Employees,Other,0,2790.76
06-12-2022,152623,Male,61,Married,North Dakota,Basic,workers,PayPal,1,1198.33
07-12-2022,152624,Male,37,Married,North Carolina,Basic,Employees,PayPal,1,1847.18
08-12-2022,152625,Female,44,Single,Arizona,Basic,Employees,Other,1,2873.01
09-12-2022,152626,Female,,Single,Florida,Basic,Employees,PayPal,1,644.43
10-12-2022,152627,Female,33,Single,Arkansas,Silver,self-employed,Other,0,2721.75
11-12-2022,152628,Female,63,Single,Minnesota,Basic,self-employed,Card,0,2562.56
12-12-2022,152629,Female,27,Married,Illinois,Platinum,workers,PayPal,0,693.59
13-12-2022,152630,Female,50,Single,Utah,Basic,Employees,Card,0,952.25
14-12-2022,152631,Male,41,Single,California,Basic,Employees,PayPal,0,224.65
15-12-2022,152632,Female,73,Single,Nebraska,Silver,workers,Card,0,164.69
16-12-2022,152633,Female,53,Married,Minnesota,Basic,self-employed,PayPal,0,1957.02
17-12-2022,152634,Male,55,Married,Wyoming,Basic,workers,PayPal,1,2976.07
18-12-2022,152635,Male,53,Married,Delaware,Silver,self-employed,PayPal,0,1344.45
19-12-2022,152636,Male,39,Single,Colorado,Platinum,Employees,Other,,2552.31
20-12-2022,152637,Female,55,Married,Mississippi,Basic,Employees,Card,1,720.13
21-12-2022,152638,Male,70,Married,South Carolina,Basic,Employees,PayPal,0,2793.46
22-12-2022,152639,Female,22,Single,Arkansas,Gold,self-employed,Card,0,242.49
23-12-2022,152640,Female,45,Single,Connecticut,Platinum,Employees,PayPal,0,2511.86
24-12-2022,152641,Female,18,Single,Missouri,Silver,Unemployment,Card,1,
25-12-2022,152642,Female,39,Married,Hawaii,Gold,Employees,Card,0,324.4
26-12-2022,152643,Female,27,Single,New York,Platinum,workers,PayPal,0,386.88
27-12-2022,152644,Male,33,Single,South Dakota,Basic,workers,Other,0,409.17
28-12-2022,152645,Female,47,Married,Utah,Silver,Employees,PayPal,0,147.56
29-12-2022,152646,Male,21,Single,Mississippi,Platinum,Unemployment,PayPal,1,2921.43
30-12-2022,152647,Male,61,Single,Idaho,Missing,workers,Card,1,2677.17
31-12-2022,152648,Female,75,Single,Maine,Missing,self-employed,PayPal,,234.49
01-01-2023,152649,Male,28,Married,Pennsylvania,Silver,workers,PayPal,0,682.37
02-01-2023,152650,Male,64,Married,Illinois,Basic,workers,Card,1,1183.79
03-01-2023,152651,Female,72,Married,Rhode Island,Silver,Employees,PayPal,1,891.19
04-01-2023,152652,Male,17,Single,Kentucky,Silver,Unemployment,PayPal,1,1809.36
05-01-2023,152653,Male,67,Married,New Hampshire,Basic,Employees,PayPal,1,1838.74
06-01-2023,152654,Female,16,Married,Massachusetts,Silver,workers,PayPal,1,950.46
07-01-2023,152655,Female,72,Married,Mississippi,Basic,self-employed,PayPal,1,348.16
08-01-2023,152656,Female,37,Married,New York,Basic,Employees,Card,0,2003.85
09-01-2023,152657,Male,52,Married,Kentucky,Platinum,workers,Other,1,1040.72
10-01-2023,152658,Male,17,Married,South Carolina,Gold,Employees,Card,1,580.48
11-01-2023,152659,Male,27,Married,Florida,Gold,self-employed,PayPal,1,1877.91
12-01-2023,152660,Female,35,Single,Connecticut,Platinum,Employees,Other,0,1141.54
13-01-2023,152661,Male,57,Single,North Carolina,Silver,workers,PayPal,0,1919.51
14-01-2023,152662,Female,76,Single,Illinois,Silver,Employees,PayPal,1,
15-01-2023,152663,Female,33,Single,Louisiana,Platinum,Employees,Card,1,1859.43
16-01-2023,152664,Female,28,Single,Illinois,Basic,self-employed,Card,,2436.86
17-01-2023,152665,Female,54,Married,Delaware,Basic,workers,PayPal,1,1826.02
18-01-2023,152666,Male,42,Single,Kansas,Silver,self-employed,PayPal,1,1763.71
19-01-2023,152667,Male,59,Single,Kentucky,Platinum,workers,Card,1,969.93
20-01-2023,152668,Female,72,Married,Oregon,Missing,Employees,Card,1,1113.41
21-01-2023,152669,Female,45,Married,Wyoming,Platinum,workers,Card,0,56.06
22-01-2023,152670,Female,76,Married,Oregon,Basic,workers,PayPal,0,1476.77
23-01-2023,152671,Male,22,Married,Maine,Basic,self-employed,PayPal,0,2648.71
24-01-2023,152672,Female,28,Married,Alabama,Platinum,self-employed,Other,1,1424.7
25-01-2023,152673,Male,72,Married,Colorado,Basic,workers,PayPal,1,
26-01-2023,152674,Male,37,Married,Connecticut,Silver,self-employed,PayPal,1,2940.37
27-01-2023,152675,Female,43,Married,Iowa,Silver,workers,Card,1,1889.07
28-01-2023,152676,Male,16,Married,Nevada,Basic,self-employed,Other,1,1047.63
29-01-2023,152677,Female,62,Married,New Hampshire,Basic,self-employed,Other,1,1914.37
30-01-2023,152678,Male,76,Single,Colorado,Silver,Unemployment,PayPal,,1364.23
31-01-2023,152679,Female,64,Single,North Carolina,Silver,self-employed,PayPal,1,1276.36
01-02-2023,152680,Female,16,Married,Tennessee,Basic,Employees,PayPal,1,701.22
02-02-2023,152681,Male,71,Married,New Mexico,Gold,Unemployment,Other,1,540.65
03-02-2023,152682,Female,36,Single,Texas,Basic,workers,Card,0,1943.78
04-02-2023,152683,Female,24,Married,North Dakota,Basic,workers,Other,0,192.45
05-02-2023,152684,Male,61,Single,North Carolina,Basic,Employees,Card,,
06-02-2023,152685,Female,62,Married,Mississippi,Silver,workers,Other,1,31.13
07-02-2023,152686,Male,37,Married,Arkansas,Platinum,Unemployment,PayPal,1,1927.09
08-02-2023,152687,Male,47,Married,New Mexico,Basic,workers,PayPal,1,1708.52
09-02-2023,152688,Female,21,Single,Pennsylvania,Silver,workers,Card,1,975.61
10-02-2023,152689,Female,71,Single,Wyoming,Platinum,Unemployment,Card,1,1190.23
11-02-2023,152690,Female,21,Married,New Mexico,Basic,self-employed,Other,0,334.86
12-02-2023,152691,Female,32,Married,Vermont,Basic,workers,PayPal,0,570.48
13-02-2023,152692,Male,58,Married,Ohio,Basic,self-employed,Other,0,1746.89
14-02-2023,152693,Female,18,Married,Georgia,Basic,workers,Other,1,2926.09
15-02-2023,152694,Male,71,Married,Oregon,Basic,Unemployment,Other,1,975.54
16-02-2023,152695,Male,76,Single,Maine,Basic,workers,PayPal,1,
17-02-2023,152696,,48,Married,North Carolina,Silver,self-employed,Other,,1001.32
18-02-2023,152697,Female,59,Married,New Jersey,Silver,Employees,Other,1,2571.83
19-02-2023,152698,Female,31,Married,Kentucky,Silver,Employees,Card,1,
20-02-2023,152699,Female,55,Married,Oregon,Platinum,Unemployment,Card,0,114.52
21-02-2023,152700,Male,18,Married,Nevada,Basic,Employees,Card,1,
22-02-2023,152701,Female,,Married,Washington,Silver,Employees,Card,1,
23-02-2023,152702,Female,39,Married,South Dakota,Basic,self-employed,PayPal,1,
24-02-2023,152703,Male,,Married,Kentucky,Basic,workers,PayPal,,1030.11
25-02-2023,152704,Female,35,Married,New Jersey,Basic,self-employed,PayPal,1,2561.53
26-02-2023,152705,Male,48,Married,Minnesota,Missing,Employees,Card,0,138.99
27-02-2023,152706,Female,,Single,Wisconsin,Platinum,Unemployment,PayPal,1,1504.44
28-02-2023,152707,Male,50,Married,New Hampshire,Gold,self-employed,Card,1,1729.95
01-03-2023,152708,Female,28,Married,Nevada,Gold,self-employed,PayPal,1,1056.61
02-03-2023,152709,Male,56,Married,New York,Basic,Employees,PayPal,1,2901.83
03-03-2023,152710,Female,56,Married,Colorado,Basic,self-employed,Card,1,2557.1
04-03-2023,152711,Female,71,Married,Louisiana,Basic,Employees,PayPal,1,1322.31
05-03-2023,152712,Male,24,Married,Maine,Platinum,Unemployment,PayPal,0,244.89
06-03-2023,152713,Female,61,Single,Hawaii,Basic,Employees,Card,1,693.43
07-03-2023,152714,Female,27,Single,Colorado,Silver,workers,Card,0,1185.2
08-03-2023,152715,Male,33,Married,South Dakota,Silver,Employees,Card,1,
09-03-2023,152716,Female,63,Single,Pennsylvania,Platinum,self-employed,PayPal,1,2409.86
10-03-2023,152717,Female,70,Married,South Carolina,Missing,Employees,PayPal,1,1317.93
11-03-2023,152718,Female,28,Married,Kansas,Silver,workers,PayPal,,1031.86
12-03-2023,152719,Female,53,Married,Iowa,Basic,self-employed,PayPal,1,2640.96
13-03-2023,152720,Female,71,Married,Idaho,Basic,Employees,Other,0,228.71
14-03-2023,152721,Male,31,Married,Virginia,Basic,Employees,PayPal,1,108.47
15-03-2023,152722,Female,73,Single,New Jersey,Silver,Employees,PayPal,0,1683.58
16-03-2023,152723,Female,54,Single,Illinois,Basic,workers,Card,1,1762.21
17-03-2023,152724,Male,63,Married,Ohio,Gold,workers,PayPal,1,645.51
18-03-2023,152725,Female,61,Married,Montana,Basic,workers,PayPal,1,1755.41
19-03-2023,152726,Male,60,Single,Delaware,Gold,Employees,PayPal,1,55.65
20-03-2023,152727,Male,56,Single,Connecticut,Silver,workers,PayPal,0,1358.84
21-03-2023,152728,Female,50,Single,New Mexico,Missing,Employees,Other,1,1323.49
22-03-2023,152729,Female,63,Single,Missouri,Basic,self-employed,Other,0,2725.43
23-03-2023,152730,Female,59,Married,Wisconsin,Silver,Employees,Card,0,50.83
24-03-2023,152731,Male,17,Married,Nebraska,Platinum,workers,PayPal,0,547.97
25-03-2023,152732,Female,76,Married,New Jersey,Basic,Unemployment,PayPal,1,659.75
26-03-2023,152733,Male,63,Married,Missouri,Gold,Employees,PayPal,1,809.09
27-03-2023,152734,Female,68,Single,South Dakota,Platinum,Employees,PayPal,1,2975.5
28-03-2023,152735,Male,19,Married,Maine,Missing,workers,Other,0,1909.48
29-03-2023,152736,Female,24,Married,South Carolina,Gold,Employees,Card,0,
30-03-2023,152737,Male,56,Married,Wisconsin,Silver,workers,PayPal,1,731.05
31-03-2023,152738,Male,60,Single,Washington,Missing,workers,Other,1,2403.94
01-04-2023,152739,Male,16,Married,Maine,Basic,self-employed,PayPal,1,994.84
02-04-2023,152740,Male,25,Married,Iowa,Basic,workers,PayPal,0,
03-04-2023,152741,Female,17,Married,Iowa,Missing,workers,Other,1,619.26
04-04-2023,152742,Male,78,Married,Massachusetts,Basic,Employees,PayPal,1,1150.72
05-04-2023,152743,Male,54,Single,West Virginia,Platinum,self-employed,Other,1,964.18
06-04-2023,152744,Female,44,Single,New Jersey,Basic,Unemployment,PayPal,0,1972.91
07-04-2023,152745,Female,70,Married,Massachusetts,Silver,workers,Other,,2444.49
08-04-2023,152746,Female,35,Single,Georgia,Basic,Employees,Card,1,189.69
09-04-2023,152747,Male,63,Single,Kentucky,Platinum,workers,Card,1,
10-04-2023,152748,Female,67,Married,Kansas,Platinum,workers,Other,0,524.88
11-04-2023,152749,Female,36,Single,North Carolina,Silver,Employees,Other,1,209.75
12-04-2023,152750,Female,77,Married,Colorado,Gold,Employees,Other,1,2480.85
13-04-2023,152751,Male,48,Married,Pennsylvania,Basic,Unemployment,PayPal,1,1755.6
14-04-2023,152752,Male,78,Married,New Mexico,Basic,Unemployment,Card,1,95.05
15-04-2023,152753,Female,39,Single,Oklahoma,Platinum,Unemployment,Card,0,1557.5
16-04-2023,152754,Female,68,Married,Wyoming,Silver,workers,PayPal,1,1354.59
17-04-2023,152755,Female,69,Married,Minnesota,Platinum,Unemployment,Other,1,2455.66
18-04-2023,152756,Male,18,Single,South Carolina,Missing,Employees,Other,0,
19-04-2023,152757,Male,74,Married,South Dakota,Basic,Employees,PayPal,1,2477.45
20-04-2023,152758,Female,34,Married,Rhode Island,Basic,Unemployment,PayPal,0,1132.75
21-04-2023,152759,,52,Single,Oregon,Basic,Employees,PayPal,0,105.04
22-04-2023,152760,Female,67,Single,Tennessee,Platinum,Employees,Other,1,1689.87
23-04-2023,152761,Female,49,Married,Colorado,Silver,Employees,PayPal,1,2401.32
24-04-2023,152762,Male,67,Married,Georgia,Basic,workers,Card,0,1847.47
25-04-2023,152763,Male,28,Married,Mississippi,Basic,self-employed,Card,1,1430.18
26-04-2023,152764,Male,70,Married,Indiana,Basic,workers,Other,1,2819.18
27-04-2023,152765,Female,31,Single,Florida,Basic,Employees,Other,0,281.3
28-04-2023,152766,Female,52,Married,New Mexico,Basic,Employees,PayPal,1,1049.48
29-04-2023,152767,Female,41,Married,Colorado,Platinum,workers,Card,1,
30-04-2023,152768,Female,62,Single,Texas,Basic,self-employed,PayPal,1,1023.12
01-05-2023,152769,Female,45,Single,Louisiana,Platinum,workers,PayPal,1,469.5
02-05-2023,152770,Male,21,Married,Indiana,Platinum,self-employed,PayPal,0,2684.41
03-05-2023,152771,Male,41,Married,Idaho,Gold,Employees,PayPal,0,414.17
04-05-2023,152772,Female,17,Single,Vermont,Silver,Employees,Card,1,1687.03
05-05-2023,152773,Female,25,Single,Oklahoma,Silver,workers,Card,1,431.49
06-05-2023,152774,Male,34,Married,Connecticut,Basic,Employees,PayPal,,193.44
07-05-2023,152775,Female,24,Married,California,Silver,Employees,Other,1,469.54
08-05-2023,152776,Female,64,Single,Tennessee,Basic,Unemployment,Other,1,1504.4
09-05-2023,152777,Female,18,Married,Missouri,Platinum,Unemployment,Other,1,2699
10-05-2023,152778,Female,50,Single,Georgia,Missing,Employees,PayPal,1,2734.44
11-05-2023,152779,Female,20,Married,Vermont,Basic,workers,Card,1,374.79
12-05-2023,152780,Female,26,Married,Ohio,Silver,Unemployment,Card,1,936.79
13-05-2023,152781,Male,,Married,Washington,Basic,workers,PayPal,0,1472.59
14-05-2023,152782,Male,50,Single,Virginia,Basic,workers,PayPal,0,1670.13
15-05-2023,152783,Female,78,Married,Delaware,Silver,Employees,Card,0,1982.88
16-05-2023,152784,Female,53,Single,New Jersey,Silver,Employees,PayPal,0,1912.05
17-05-2023,152785,Female,56,Single,Michigan,Silver,self-employed,PayPal,1,1653.94
18-05-2023,152786,Female,33,Single,Utah,Basic,self-employed,PayPal,1,
19-05-2023,152787,Male,64,Single,Vermont,Platinum,Employees,Other,0,2059.46
20-05-2023,152788,Male,25,Married,Rhode Island,Basic,Employees,Other,1,2760.05
21-05-2023,152789,Female,19,Married,Delaware,Basic,workers,PayPal,1,
22-05-2023,152790,Female,41,Married,Rhode Island,Platinum,Unemployment,PayPal,1,2570.96
23-05-2023,152791,Male,29,Single,Nebraska,Basic,self-employed,PayPal,1,1977.35
24-05-2023,152792,Male,46,Married,Utah,Platinum,workers,PayPal,1,256.52
25-05-2023,152793,Female,38,Single,Maryland,Basic,Employees,Card,1,
